"","c1","c2","c1","c2","c1","c2","c1","c2"
"1","0.00000","0.00000","0.00866","1.00000","1.00000","0.99996","0.00125","0.00001"
"2","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"3","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
