"","c1","c2","c1","c2","c1","c2","c1","c2"
"1","0.00000","0.00000","0.00000","0.00000","0.00073","0.00623","0.00000","0.00000"
"2","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"3","0.00000","0.00000","0.00000","0.00000","0.02256","0.02108","0.00000","0.00000"
