"","c1","c2","c1","c2","c1","c2","c1","c2"
"1","1.00000","1.00000","1.00000","1.00000","1.00000","1.00000","1.00000","0.01834"
"2","1.00000","0.84383","0.99989","0.99861","0.01014","0.70175","1.00000","0.99746"
"3","1.00000","0.66396","0.95213","0.97421","0.63451","0.39574","1.00000","0.99998"
