"","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2","c1","c2"
"1","0.00000","1.00000","0.00000","0.00000","0.36549","0.07817","0.00000","0.00000","0.00000","1.00000","0.00000","0.00001","0.64442","0.96226","1.00000","1.00000","0.00230","0.00002","0.89001","0.00983","0.23708","0.18555","0.00623","0.00298","0.21307","0.00133","1.00000","0.20711","0.15291","0.35273","0.50000","0.00002","1.00000","0.00054","0.00651","0.00009","0.99341","0.00442","0.80070","0.00014","0.00000","0.01113","1.00000","0.99975","0.00029","0.04552","0.99998","0.05366","0.00441","0.66396","0.80214","0.93127","0.00081","0.46840","0.00000","0.00001"
"2","0.00000","0.00000","0.00000","0.00000","1.00000","0.98905","0.00000","0.00000","0.00000","0.00000","0.00000","0.00001","1.00000","1.00000","1.00000","1.00000","1.00000","1.00000","0.00000","0.00000","0.99063","1.00000","0.00002","1.00000","0.00001","0.98521","1.00000","1.00000","1.00000","1.00000","1.00000","1.00000","0.00000","1.00000","0.00000","0.00113","0.00001","0.99999","0.00065","0.97062","0.00016","0.00000","1.00000","1.00000","1.00000","1.00000","0.00482","0.00003","1.00000","0.99846","0.00000","0.00000","0.99899","0.00040","0.00000","0.00000"
"3","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.13759","1.00000","1.00000","1.00000","1.00000","1.00000","0.00000","0.00000","0.00000","1.00000","0.00000","0.79462","0.00000","0.00073","1.00000","1.00000","1.00000","1.00000","1.00000","1.00000","0.00000","0.00139","0.00000","0.00000","0.00000","0.00036","0.00000","0.00171","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","0.00000","0.00000","1.00000","1.00000","1.00000","0.00189","0.99999","0.96226","0.00000","0.00000"
